Zona,Cod Municipio,Municipio,Bairro,Qtd                                                                                                                     Eleitores
49.0,58157.0,CACHOEIRAS DE MACACU,BOA SORTE,153.0
49.0,58157.0,CACHOEIRAS DE MACACU,BOA VISTA,739.0
49.0,58157.0,CACHOEIRAS DE MACACU,BOCA DO MATO,651.0
49.0,58157.0,CACHOEIRAS DE MACACU,CAMPO DO PRADO,5350.0
49.0,58157.0,CACHOEIRAS DE MACACU,CASTALIA,799.0
49.0,58157.0,CACHOEIRAS DE MACACU,CENTRO,6233.0
49.0,58157.0,CACHOEIRAS DE MACACU,FARAO DE CIMA,454.0
49.0,58157.0,CACHOEIRAS DE MACACU,FUNCHAL,542.0
49.0,58157.0,CACHOEIRAS DE MACACU,GANGURI DE BAIXO,2467.0
49.0,58157.0,CACHOEIRAS DE MACACU,GUAPIACU,639.0
49.0,58157.0,CACHOEIRAS DE MACACU,JAPUIBA,6925.0
49.0,58157.0,CACHOEIRAS DE MACACU,MARAPORA,563.0
49.0,58157.0,CACHOEIRAS DE MACACU,MARUBAI,517.0
49.0,58157.0,CACHOEIRAS DE MACACU,MATUMBO,400.0
49.0,58157.0,CACHOEIRAS DE MACACU,PAPUCAIA,8551.0
49.0,58157.0,CACHOEIRAS DE MACACU,PARQUE RIBEIRA,3346.0
49.0,58157.0,CACHOEIRAS DE MACACU,PARQUE SANTA LUIZA,1781.0
49.0,58157.0,CACHOEIRAS DE MACACU,QUIZANGA,390.0
49.0,58157.0,CACHOEIRAS DE MACACU,SAO FRANCISCO DE ASSIS,852.0
49.0,58157.0,CACHOEIRAS DE MACACU,SAO JOSE DA BOA MORTE,1778.0
49.0,58157.0,CACHOEIRAS DE MACACU,SETENTA,275.0
49.0,58157.0,CACHOEIRAS DE MACACU,VECCHI,294.0
49.0,58157.0,CACHOEIRAS DE MACACU,VILA AGRO BONANZA,109.0
50.0,58254.0,CASIMIRO DE ABREU,BAIRRO INDUSTRIAL,1017.0
50.0,58254.0,CASIMIRO DE ABREU,BARRA DE SAO JOAO,8332.0
50.0,58254.0,CASIMIRO DE ABREU,BOA ESPERANCA,332.0
50.0,58254.0,CASIMIRO DE ABREU,CENTRO,11104.0
50.0,58254.0,CASIMIRO DE ABREU,JARDIM APARECIDA,656.0
50.0,58254.0,CASIMIRO DE ABREU,MATARUNA,3870.0
50.0,58254.0,CASIMIRO DE ABREU,PALMITAL,1986.0
50.0,58254.0,CASIMIRO DE ABREU,PEIXE DOURADO II,956.0
50.0,58254.0,CASIMIRO DE ABREU,PROFESSOR SOUZA,1663.0
50.0,58254.0,CASIMIRO DE ABREU,QUILOMBO,199.0
50.0,58254.0,CASIMIRO DE ABREU,RIO DOURADO,1409.0
50.0,58254.0,CASIMIRO DE ABREU,ZONA RURAL,146.0
51.0,58270.0,CONCEIÇÃO DE MACABU,BALANCÉ,266.0
51.0,58270.0,CONCEIÇÃO DE MACABU,BOCAINA,2619.0
51.0,58270.0,CONCEIÇÃO DE MACABU,CALÇADINHA,58.0
51.0,58270.0,CONCEIÇÃO DE MACABU,CAPELINHA,120.0
51.0,58270.0,CONCEIÇÃO DE MACABU,CENTRO,4190.0
51.0,58270.0,CONCEIÇÃO DE MACABU,CURATO DE SANTA CATARINA,476.0
51.0,58270.0,CONCEIÇÃO DE MACABU,FEEM,207.0
51.0,58270.0,CONCEIÇÃO DE MACABU,GARAPA,1316.0
51.0,58270.0,CONCEIÇÃO DE MACABU,MACABUZINHO,589.0
51.0,58270.0,CONCEIÇÃO DE MACABU,PITEIRA,423.0
51.0,58270.0,CONCEIÇÃO DE MACABU,PORTO,1650.0
51.0,58270.0,CONCEIÇÃO DE MACABU,RHÓDIA,1340.0
51.0,58270.0,CONCEIÇÃO DE MACABU,USINA,875.0
51.0,58270.0,CONCEIÇÃO DE MACABU,VILA NOVA,2107.0
51.0,58270.0,CONCEIÇÃO DE MACABU,VILA SÃO JOSÉ,1163.0
51.0,58270.0,CONCEIÇÃO DE MACABU,VILA TAVARES,232.0
52.0,58297.0,CORDEIRO,CENTRO,3305.0
52.0,58297.0,CORDEIRO,DOIS VALOS,822.0
52.0,58297.0,CORDEIRO,IPERJ,1923.0
52.0,58297.0,CORDEIRO,JARDIM DE ALAH,928.0
52.0,58297.0,CORDEIRO,LAVRINHAS,1347.0
52.0,58297.0,CORDEIRO,MANANCIAL,374.0
52.0,58297.0,CORDEIRO,RETIRO POÉTICO,2003.0
52.0,58297.0,CORDEIRO,RODOLFO GONÇALVES,3607.0
52.0,58297.0,CORDEIRO,SANTO ANTONIO,2108.0
52.0,58297.0,CORDEIRO,SÃO MANOEL,281.0
52.0,58386.0,MACUCO,BARREIRA,573.0
52.0,58386.0,MACUCO,CENTRO,4988.0
52.0,58386.0,MACUCO,RETA,1345.0
52.0,58386.0,MACUCO,VOLTA DO UMBIGO,207.0
53.0,58319.0,DUAS BARRAS,CENTRO,5672.0
53.0,58319.0,DUAS BARRAS,FAZENDA DO CAMPO,480.0
53.0,58319.0,DUAS BARRAS,HOLOFOTE,285.0
53.0,58319.0,DUAS BARRAS,MONNERAT,3018.0
53.0,58319.0,DUAS BARRAS,VARGEM GRANDE,255.0
54.0,58513.0,MANGARATIBA,CENTRO,5079.0
54.0,58513.0,MANGARATIBA,CONCEICAO DE JACAREI,3479.0
54.0,58513.0,MANGARATIBA,IBICUI,1494.0
54.0,58513.0,MANGARATIBA,ITACURUÇÁ,6611.0
54.0,58513.0,MANGARATIBA,JUNQUEIRA,397.0
54.0,58513.0,MANGARATIBA,MURIQUI,9024.0
54.0,58513.0,MANGARATIBA,PRAIA DO SACO,7463.0
54.0,58513.0,MANGARATIBA,PRAIA GRANDE,644.0
54.0,58513.0,MANGARATIBA,SERRA DO PILOTO,797.0
55.0,58530.0,MARICÁ,BANANAL,1022.0
55.0,58530.0,MARICÁ,BARRA DE MARICÁ,2715.0
55.0,58530.0,MARICÁ,BARROCO,6417.0
55.0,58530.0,MARICÁ,CASSOROTIBA,378.0
55.0,58530.0,MARICÁ,CENTRO,28254.0
55.0,58530.0,MARICÁ,CORDEIRINHO,3124.0
55.0,58530.0,MARICÁ,ESPRAIADO,954.0
55.0,58530.0,MARICÁ,FLAMENGO,3385.0
55.0,58530.0,MARICÁ,GUARATIBA,2539.0
55.0,58530.0,MARICÁ,INOÃ,14156.0
55.0,58530.0,MARICÁ,ITAOCAIA VALLEY,1148.0
55.0,58530.0,MARICÁ,ITAPEBA,4707.0
55.0,58530.0,MARICÁ,JARDIM ATLÂNTICO,6248.0
55.0,58530.0,MARICÁ,LAGARTO,535.0
55.0,58530.0,MARICÁ,MANOEL RIBEIRO,933.0
55.0,58530.0,MARICÁ,MARQUÊS DE MARICÁ,555.0
55.0,58530.0,MARICÁ,MUMBUCA,688.0
55.0,58530.0,MARICÁ,PONTA GROSSA,798.0
55.0,58530.0,MARICÁ,PONTA NEGRA,3128.0
55.0,58530.0,MARICÁ,RECANTO DE ITAIPUAÇU,5573.0
55.0,58530.0,MARICÁ,SPAR,2296.0
55.0,58530.0,MARICÁ,SÃO JOSÉ DO IMBASSAÍ,9708.0
55.0,58530.0,MARICÁ,UBATIBA,2021.0
56.0,58556.0,MENDES,CENTRO,8896.0
56.0,58556.0,MENDES,CINCO LAGOS,904.0
56.0,58556.0,MENDES,FIM DO PONTO,1291.0
56.0,58556.0,MENDES,HUMBERTO ANTUNES,2035.0
56.0,58556.0,MENDES,MARTINS COSTA,990.0
56.0,58556.0,MENDES,MORSING,1009.0
56.0,58556.0,MENDES,VILA MARIANA,339.0
57.0,58750.0,PARATY,BARRA GRANDE,740.0
57.0,58750.0,PARATY,CAJAÍBA,382.0
57.0,58750.0,PARATY,CAMPINHO,497.0
57.0,58750.0,PARATY,CENTRO,2435.0
57.0,58750.0,PARATY,CENTRO HISTÓRICO,676.0
57.0,58750.0,PARATY,CORISCO,1066.0
57.0,58750.0,PARATY,FÁTIMA,1009.0
57.0,58750.0,PARATY,GRAÚNA,466.0
57.0,58750.0,PARATY,ILHA DAS COBRAS,1384.0
57.0,58750.0,PARATY,LARANJEIRAS,678.0
57.0,58750.0,PARATY,MAMANGUÁ,409.0
57.0,58750.0,PARATY,MAMBUCABA,1027.0
57.0,58750.0,PARATY,PANTANAL,1132.0
57.0,58750.0,PARATY,PARATY-MIRIM,694.0
57.0,58750.0,PARATY,PARQUE DA MANGUEIRA,2379.0
57.0,58750.0,PARATY,PARQUE IMPERIAL,1701.0
57.0,58750.0,PARATY,PATITIBA,1355.0
57.0,58750.0,PARATY,PATRIMÔNIO,795.0
57.0,58750.0,PARATY,PENHA,335.0
57.0,58750.0,PARATY,PONTA GROSSA,93.0
57.0,58750.0,PARATY,PONTE BRANCA,710.0
57.0,58750.0,PARATY,PORTÃO DE FERRO II,1982.0
57.0,58750.0,PARATY,PORTÃO DE FERRO III,2383.0
57.0,58750.0,PARATY,PRAIA GRANDE,843.0
57.0,58750.0,PARATY,SÃO ROQUE,494.0
57.0,58750.0,PARATY,TAQUARI,1074.0
57.0,58750.0,PARATY,TARITUBA,790.0
57.0,58750.0,PARATY,TRINDADE,488.0
57.0,58750.0,PARATY,VILA DOM PEDRO,785.0
58.0,58890.0,RIO DAS FLORES,ABARRACAMENTO,359.0
58.0,58890.0,RIO DAS FLORES,CENTRO,4527.0
58.0,58890.0,RIO DAS FLORES,COMÉRCIO,196.0
58.0,58890.0,RIO DAS FLORES,MANUEL DUARTE,1072.0
58.0,58890.0,RIO DAS FLORES,TABOAS,1791.0
58.0,58890.0,RIO DAS FLORES,TRÊS ILHAS,556.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,ALECRIM,1508.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,BAIXO GRANDE,2838.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,BALEIA,481.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,BALNEÁRIO DAS CONCHAS,1214.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,BALNEÁRIO SÃO PEDRO,3654.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,BOQUEIRÃO,1307.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,BOTAFOGO,406.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,CAMPO REDONDO,4636.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,CENTRO,5009.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,CRUZ,850.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,ESTAÇÃO,4419.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,JARDIM SOLEDADE,2363.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,MOSSORÓ,1113.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,NOVA SÃO PEDRO,3857.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,PARQUE ARRUDA,233.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,PONTA DO AMBRÓSIO,1593.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,PORTO DA ALDEIA,2998.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,PORTO DO CARRO,1736.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,POÇO FUNDO,1794.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,PRAIA LINDA,1645.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,RECANTO DO SOL,672.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,RETIRO,564.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,RUA DO FOGO,2052.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,SAPEATIBA MIRIM,82.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,SÃO JOSÉ,5868.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,SÃO JOÃO,7387.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,SÃO MATEUS,717.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,TRÊS VENDAS,166.0
59.0,59030.0,SÃO PEDRO DA ALDEIA,VINHATEIRO,1741.0
60.0,59056.0,SÃO SEBASTIÃO DO ALTO,CENTRO,2793.0
60.0,59056.0,SÃO SEBASTIÃO DO ALTO,GUARANI-ZONA RURAL-3º DISTRITO,223.0
60.0,59056.0,SÃO SEBASTIÃO DO ALTO,IBIPEBA,513.0
60.0,59056.0,SÃO SEBASTIÃO DO ALTO,IPITUNA,1233.0
60.0,59056.0,SÃO SEBASTIÃO DO ALTO,MINGUTA - ZONA RURAL - 2º DISTRITO,58.0
60.0,59056.0,SÃO SEBASTIÃO DO ALTO,VALAO DO BARRO,2733.0
60.0,59056.0,SÃO SEBASTIÃO DO ALTO,ZONA RURAL - SEGUNDO DISTRITO,256.0
60.0,59056.0,SÃO SEBASTIÃO DO ALTO,ZONA RURAL - TERCEIRO DISTRITO,160.0
61.0,59072.0,SAPUCAIA,ANTA 2º DISTRITO,3533.0
61.0,59072.0,SAPUCAIA,APARECIDA 3º DISTRITO,1560.0
61.0,59072.0,SAPUCAIA,JAMAPARÁ 4º DISTRITO,3140.0
61.0,59072.0,SAPUCAIA,PIÃO 5º DISTRITO,2927.0
61.0,59072.0,SAPUCAIA,SAPUCAIA 1º DISTRITO,5696.0
62.0,59099.0,SAQUAREMA,ALVORADA,1580.0
62.0,59099.0,SAQUAREMA,BACAXÁ,14353.0
62.0,59099.0,SAQUAREMA,BAIRRO JARDIM,308.0
62.0,59099.0,SAQUAREMA,BARRA NOVA,1725.0
62.0,59099.0,SAQUAREMA,BICUIBA,964.0
62.0,59099.0,SAQUAREMA,BONSUCESSO,1577.0
62.0,59099.0,SAQUAREMA,BOQUEIRÃO,2774.0
62.0,59099.0,SAQUAREMA,CENTRO,7228.0
62.0,59099.0,SAQUAREMA,GRAVATÁ,1333.0
62.0,59099.0,SAQUAREMA,ITAÚNA,1522.0
62.0,59099.0,SAQUAREMA,JACONÉ,4968.0
62.0,59099.0,SAQUAREMA,JARDIM IPITANGAS,1486.0
62.0,59099.0,SAQUAREMA,MADRESSILVA,1500.0
62.0,59099.0,SAQUAREMA,MOMBAÇA,727.0
62.0,59099.0,SAQUAREMA,PALMITAL,1228.0
62.0,59099.0,SAQUAREMA,PORTO DA ROÇA,7472.0
62.0,59099.0,SAQUAREMA,RIO DE AREIA,3114.0
62.0,59099.0,SAQUAREMA,RIO MOLE,1336.0
62.0,59099.0,SAQUAREMA,SAMPAIO CORREA,4835.0
62.0,59099.0,SAQUAREMA,VILATUR,2275.0
62.0,59099.0,SAQUAREMA,ÁGUA BRANCA,1197.0
63.0,59110.0,SILVA JARDIM,ALDEIA VELHA,445.0
63.0,59110.0,SILVA JARDIM,BANANEIRAS,587.0
63.0,59110.0,SILVA JARDIM,BOQUEIRÃO,1765.0
63.0,59110.0,SILVA JARDIM,CAJU,4100.0
63.0,59110.0,SILVA JARDIM,CAXITO,635.0
63.0,59110.0,SILVA JARDIM,CENTRO,7334.0
63.0,59110.0,SILVA JARDIM,CESÁRIO ALVIM,1697.0
63.0,59110.0,SILVA JARDIM,CIDADE NOVA,493.0
63.0,59110.0,SILVA JARDIM,GAVIÕES,468.0
63.0,59110.0,SILVA JARDIM,IMBAÚ,1249.0
64.0,59137.0,SUMIDOURO,ASA NORTE,39.0
64.0,59137.0,SUMIDOURO,BENFICA,756.0
64.0,59137.0,SUMIDOURO,CAMPINAS,2150.0
64.0,59137.0,SUMIDOURO,CAMPO LEAL,643.0
64.0,59137.0,SUMIDOURO,CENTRO,4813.0
64.0,59137.0,SUMIDOURO,DONA MARIANA,1323.0
64.0,59137.0,SUMIDOURO,DUAS IRMÃS,383.0
64.0,59137.0,SUMIDOURO,LAJEADO,126.0
64.0,59137.0,SUMIDOURO,MURINELI,612.0
64.0,59137.0,SUMIDOURO,SANTO ANDRÉ,481.0
64.0,59137.0,SUMIDOURO,SOLEDADE I,753.0
64.0,59137.0,SUMIDOURO,SOLEDADE II,818.0
64.0,59137.0,SUMIDOURO,SÃO LOURENÇO,250.0
64.0,59137.0,SUMIDOURO,VALE DOS PINHEIROS,363.0
64.0,59137.0,SUMIDOURO,VENDA DA PONTE,220.0
65.0,58777.0,PETRÓPOLIS,CARANGOLA,5932.0
65.0,58777.0,PETRÓPOLIS,CASCATINHA,10268.0
65.0,58777.0,PETRÓPOLIS,CENTRO,6292.0
65.0,58777.0,PETRÓPOLIS,CORREAS,15567.0
65.0,58777.0,PETRÓPOLIS,ESTRADA DA SAUDADE,3218.0
65.0,58777.0,PETRÓPOLIS,ITAMARATI,4009.0
65.0,58777.0,PETRÓPOLIS,JARDIM SALVADOR,1063.0
65.0,58777.0,PETRÓPOLIS,NOGUEIRA,5431.0
65.0,58777.0,PETRÓPOLIS,PIC NIC,651.0
65.0,58777.0,PETRÓPOLIS,QUARTEIRAO BRASILEIRO,1468.0
65.0,58777.0,PETRÓPOLIS,RETIRO,4294.0
65.0,58777.0,PETRÓPOLIS,ROSEIRAL,744.0
65.0,58777.0,PETRÓPOLIS,SAMAMBAIA,1696.0
66.0,58335.0,DUQUE DE CAXIAS,25 DE AGOSTO,1863.0
66.0,58335.0,DUQUE DE CAXIAS,BEIRA MAR,1509.0
66.0,58335.0,DUQUE DE CAXIAS,CENTRO,1830.0
66.0,58335.0,DUQUE DE CAXIAS,JARDIM 25 DE AGOSTO,19169.0
66.0,58335.0,DUQUE DE CAXIAS,PARQUE BEIRA MAR,3513.0
66.0,58335.0,DUQUE DE CAXIAS,PARQUE FELICIDADE,4181.0
66.0,58335.0,DUQUE DE CAXIAS,PARQUE SANTA MARTA,2312.0
66.0,58335.0,DUQUE DE CAXIAS,VILA OPERARIA,2961.0
67.0,58696.0,NOVA IGUAÇU,AMBAI,3399.0
67.0,58696.0,NOVA IGUAÇU,JARDIM BOA ESPERANCA,3277.0
67.0,58696.0,NOVA IGUAÇU,MIGUEL COUTO,30701.0
67.0,58696.0,NOVA IGUAÇU,PRATA,4977.0
68.0,58971.0,SÃO GONÇALO,BRASILÂNDIA,15072.0
68.0,58971.0,SÃO GONÇALO,PATRONATO,20161.0
68.0,58971.0,SÃO GONÇALO,PORTO DA PEDRA,3860.0
68.0,58971.0,SÃO GONÇALO,ZE GAROTO,14272.0
69.0,58971.0,SÃO GONÇALO,ALMERINDA,5216.0
69.0,58971.0,SÃO GONÇALO,ANAIA PEQUENO,1609.0
69.0,58971.0,SÃO GONÇALO,ARSENAL,12085.0
69.0,58971.0,SÃO GONÇALO,COELHO,15704.0
69.0,58971.0,SÃO GONÇALO,COLUBANDE,4841.0
69.0,58971.0,SÃO GONÇALO,ENGENHO DO ROCADO,2289.0
69.0,58971.0,SÃO GONÇALO,IPIIBA,1926.0
69.0,58971.0,SÃO GONÇALO,JOCKEY CLUB,8161.0
69.0,58971.0,SÃO GONÇALO,MARIA PAULA,6407.0
69.0,58971.0,SÃO GONÇALO,RIO DO OURO,13498.0
69.0,58971.0,SÃO GONÇALO,TRIBOBO,10618.0
70.0,58718.0,PARACAMBI,BNH,3101.0
70.0,58718.0,PARACAMBI,CASCATA,660.0
70.0,58718.0,PARACAMBI,CENTRO,15805.0
70.0,58718.0,PARACAMBI,LAGES,13894.0
70.0,58718.0,PARACAMBI,RAMALHO,426.0
71.0,58653.0,NITERÓI,ICARAÍ,8876.0
71.0,58653.0,NITERÓI,SANTA ROSA,31618.0
71.0,58653.0,NITERÓI,VITAL BRASIL,5031.0
72.0,58653.0,NITERÓI,BADU,14808.0
72.0,58653.0,NITERÓI,CANTAGALO,3236.0
72.0,58653.0,NITERÓI,CARAMUJO,7452.0
72.0,58653.0,NITERÓI,ITITIOCA,3778.0
72.0,58653.0,NITERÓI,LARGO DA BATALHA,8771.0
72.0,58653.0,NITERÓI,SANTA BARBARA,5416.0
72.0,58653.0,NITERÓI,SAPÊ,6581.0
73.0,58459.0,LAJE DO MURIAÉ,CENTRO,5802.0
73.0,58459.0,LAJE DO MURIAÉ,CHACARA DO CRUZEIRO,789.0
73.0,58459.0,LAJE DO MURIAÉ,NOVA LAJE,886.0
74.0,58351.0,ENGENHEIRO PAULO DE FRONTIN,AGUADA,774.0
74.0,58351.0,ENGENHEIRO PAULO DE FRONTIN,CENTRO,6049.0
74.0,58351.0,ENGENHEIRO PAULO DE FRONTIN,GRAMINHA,281.0
74.0,58351.0,ENGENHEIRO PAULO DE FRONTIN,MORRO AZUL,1959.0
74.0,58351.0,ENGENHEIRO PAULO DE FRONTIN,PALMAS,224.0
74.0,58351.0,ENGENHEIRO PAULO DE FRONTIN,PALMEIRA DA SERRA,212.0
74.0,58351.0,ENGENHEIRO PAULO DE FRONTIN,SACRA FAMILIA DO TINGUA,1116.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,ALTO DA AREIA,230.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,ALTO DO ELIZEU,406.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,B. DO JACARE,214.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,BABOSA,1308.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,BAIXA GRANDE,2918.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,BEIRA DO TAI,394.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,BOA VISTA,743.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,CABOIO,289.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,CAMPO LIMPO,764.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,CAMPO NOVO,1205.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,COQUEIRO DE TOCOS,618.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,CORRENTEZA,692.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,DONANA,4458.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,ESPINHO,733.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,FAROL DE SAO TOME,5224.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,FAZENDINHA,575.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,GOIABA,112.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,GOITACAZES,14815.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,LARGO DO GARCIA,317.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,MARCELO,166.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,MARRECAS,663.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,MARTINS LAGE,1324.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,MINEIROS,1206.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,MUSSUREPE,1014.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,POCO GORDO,2418.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,PONTA GROSSA,1238.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,PONTO DE COQUEIROS,446.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,RETIRO,508.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,RIO DO COLEGIO,81.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,SANTO AMARO 3 DISTRITO,1160.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,SAO BENTO,164.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,SAO MARTINHO,810.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,SAO SEBASTIAO,1355.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,SATURNINO BRAGA,2966.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,TOCOS,5350.0
75.0,58190.0,CAMPOS DOS GOYTACAZES,VENDA NOVA,1655.0
76.0,58190.0,CAMPOS DOS GOYTACAZES,CALABOUCO,3713.0
76.0,58190.0,CAMPOS DOS GOYTACAZES,CUSTODOPOLIS,9177.0
76.0,58190.0,CAMPOS DOS GOYTACAZES,JARDIM CARIOCA,17068.0
76.0,58190.0,CAMPOS DOS GOYTACAZES,PARQUE CALABOUCO,1180.0
76.0,58190.0,CAMPOS DOS GOYTACAZES,PARQUE CODIN,122.0
76.0,58190.0,CAMPOS DOS GOYTACAZES,PARQUE ELDORADO,10083.0
76.0,58190.0,CAMPOS DOS GOYTACAZES,PARQUE NOVO MUNDO,3227.0
76.0,58190.0,CAMPOS DOS GOYTACAZES,PARQUE PRAZERES,5432.0
76.0,58190.0,CAMPOS DOS GOYTACAZES,PARQUE PRESIDENTE VARGAS,3716.0
76.0,58190.0,CAMPOS DOS GOYTACAZES,PARQUE SANTA ROSA,4166.0
76.0,58190.0,CAMPOS DOS GOYTACAZES,PARQUE SAO JORGE,1696.0
77.0,58335.0,DUQUE DE CAXIAS,CENTENÁRIO,21223.0
77.0,58335.0,DUQUE DE CAXIAS,CORTE OITO,5430.0
77.0,58335.0,DUQUE DE CAXIAS,PERIQUITOS,6881.0
78.0,58335.0,DUQUE DE CAXIAS,CAROLINA,5878.0
78.0,58335.0,DUQUE DE CAXIAS,COPACABANA,14432.0
78.0,58335.0,DUQUE DE CAXIAS,DOUTOR LAUREANO,17431.0
78.0,58335.0,DUQUE DE CAXIAS,JARDIM GRAMACHO,13687.0
78.0,58335.0,DUQUE DE CAXIAS,SARAPUÍ,11737.0
78.0,58335.0,DUQUE DE CAXIAS,VILA SÃO LUIS,10844.0
79.0,58335.0,DUQUE DE CAXIAS,AMAPÁ,3878.0
79.0,58335.0,DUQUE DE CAXIAS,CIDADE DOS MENINOS,8716.0
79.0,58335.0,DUQUE DE CAXIAS,PANTANAL,21860.0
79.0,58335.0,DUQUE DE CAXIAS,PARQUE COMERCIAL,2753.0
79.0,58335.0,DUQUE DE CAXIAS,PARQUE FLUMINENSE,5948.0
79.0,58335.0,DUQUE DE CAXIAS,PARQUE MUISA,4413.0
79.0,58335.0,DUQUE DE CAXIAS,PILAR,14572.0
79.0,58335.0,DUQUE DE CAXIAS,SÃO BENTO,24816.0
79.0,58335.0,DUQUE DE CAXIAS,VILA ROSARIO,2439.0
80.0,58637.0,NILÓPOLIS,CENTRO,27372.0
80.0,58637.0,NILÓPOLIS,NOSSA SENHORA DE FÁTIMA,7864.0
81.0,58670.0,NOVA FRIBURGO,CASCATINHA,1468.0
81.0,58670.0,NOVA FRIBURGO,CÔNEGO,5959.0
81.0,58670.0,NOVA FRIBURGO,DEBOSSAN,1560.0
81.0,58670.0,NOVA FRIBURGO,MURY,3026.0
81.0,58670.0,NOVA FRIBURGO,OLARIA,24318.0
82.0,58696.0,NOVA IGUAÇU,CALIFORNIA,7986.0
82.0,58696.0,NOVA IGUAÇU,JACUTINGA,516.0
82.0,58696.0,NOVA IGUAÇU,JUSCELINO,3470.0
82.0,58696.0,NOVA IGUAÇU,K-11,6314.0
82.0,58696.0,NOVA IGUAÇU,MOQUETA,4974.0
82.0,58696.0,NOVA IGUAÇU,SANTA EUGENIA,15744.0
82.0,58696.0,NOVA IGUAÇU,VILA NOVA,3558.0
83.0,58467.0,MESQUITA,BANCO DE AREIA,16380.0
83.0,58467.0,MESQUITA,CENTRO,1698.0
83.0,58467.0,MESQUITA,COSMORAMA,9695.0
83.0,58467.0,MESQUITA,JACUTINGA,1307.0
83.0,58467.0,MESQUITA,PARQUE SENADOR,932.0
83.0,58467.0,MESQUITA,PRESIDENTE JUSCELINO,1400.0
83.0,58467.0,MESQUITA,ROCHA SOBRINHO,5807.0
83.0,58467.0,MESQUITA,SANTO ELIAS,8894.0
83.0,58467.0,MESQUITA,VILA EMIL,17528.0
84.0,58696.0,NOVA IGUAÇU,ALIANÇA,2097.0
84.0,58696.0,NOVA IGUAÇU,BOM JESUS,4690.0
84.0,58696.0,NOVA IGUAÇU,CABUÇU,29233.0
84.0,58696.0,NOVA IGUAÇU,CAMPO ALEGRE,268.0
84.0,58696.0,NOVA IGUAÇU,JARDIM ALVORADA,11222.0
84.0,58696.0,NOVA IGUAÇU,JARDIM GUANDU,6463.0
